num_samples,reasoner_type,train_seed,num_vars,embed_dim,num_attack_tokens,raw_state_acc,adv_ns1_state_acc,adv_ns2_state_acc,adv_ns3_state_acc,adv_ns1_atk_wts,adv_ns2_atk_wts,adv_ns3_atk_wts
4096,theory,601,48,96,16,1.0,1.0,0.062255859375,0.062255859375,0.8000010251998901,0.35391655564308167,0.7238068580627441
4096,theory,601,32,64,2,1.0,1.0,0.09130859375,0.09130859375,0.3333331048488617,0.31893476843833923,0.244685098528862
4096,theory,601,32,64,4,1.0,1.0,0.092529296875,0.092529296875,0.5,0.33392760157585144,0.39322298765182495
4096,theory,601,32,64,6,1.0,1.0,0.093505859375,0.093505859375,0.599999189376831,0.34204497933387756,0.49168676137924194
4096,theory,601,32,64,8,1.0,1.0,0.10009765625,0.10009765625,0.6666662096977234,0.3510766923427582,0.5634878277778625
4096,theory,601,32,64,10,1.0,1.0,0.09326171875,0.09326171875,0.7142862677574158,0.3540779650211334,0.6175325512886047
4096,theory,601,32,64,12,1.0,1.0,0.093505859375,0.093505859375,0.75,0.35760295391082764,0.6587136387825012
4096,theory,601,32,64,14,1.0,1.0,0.095703125,0.095703125,0.7777785658836365,0.36212027072906494,0.6929346919059753
4096,theory,601,32,64,16,1.0,1.0,0.089111328125,0.089111328125,0.8000010251998901,0.3607015907764435,0.719845175743103
4096,theory,601,16,32,2,1.0,1.0,0.18798828125,0.18798828125,0.3333331048488617,0.2988893389701843,0.23247630894184113
4096,theory,601,16,32,4,1.0,1.0,0.1962890625,0.1962890625,0.5,0.3302977383136749,0.3775619566440582
4096,theory,601,16,32,6,1.0,1.0,0.188720703125,0.188720703125,0.599999189376831,0.34736451506614685,0.47438111901283264
4096,theory,601,16,32,8,1.0,1.0,0.18994140625,0.18994140625,0.6666662096977234,0.36071649193763733,0.544628381729126
4096,theory,601,16,32,10,1.0,1.0,0.195068359375,0.195068359375,0.7142862677574158,0.37321916222572327,0.5987727642059326
4096,theory,601,16,32,12,1.0,1.0,0.180419921875,0.180419921875,0.75,0.37422940135002136,0.6396856904029846
4096,theory,601,16,32,14,1.0,1.0,0.193115234375,0.193115234375,0.7777785658836365,0.38527461886405945,0.6742649674415588
4096,theory,601,16,32,16,1.0,1.0,0.183837890625,0.183837890625,0.8000010251998901,0.38781726360321045,0.7031739354133606
4096,learned,601,64,128,2,0.9951171875,0.0,0.0,0.0,0.0872662365436554,0.06697767227888107,0.09765592217445374
4096,learned,601,64,128,4,0.991943359375,0.0,0.0,0.0,0.1452815681695938,0.14340297877788544,0.1933327168226242
4096,learned,601,64,128,6,0.994873046875,0.0,0.0,0.0,0.19654472172260284,0.20808738470077515,0.269802063703537
4096,learned,601,64,128,8,0.994873046875,0.0,0.0,0.0,0.24205181002616882,0.2631601095199585,0.332267165184021
4096,learned,601,64,128,10,0.993408203125,0.0,0.0,0.0,0.28242701292037964,0.31140047311782837,0.386461466550827
4096,learned,601,64,128,12,0.9951171875,0.0,0.0,0.0,0.31918227672576904,0.3530866205692291,0.43058422207832336
4096,learned,601,64,128,14,0.996826171875,0.0,0.0,0.0,0.35181382298469543,0.38829994201660156,0.4674251675605774
4096,learned,601,64,128,16,0.994384765625,0.0,0.0,0.0,0.38036516308784485,0.42090192437171936,0.5013274550437927
4096,learned,601,48,96,2,0.9912109375,0.000244140625,0.0,0.0,0.09294582158327103,0.0992041826248169,0.13180281221866608
4096,learned,601,48,96,4,0.99072265625,0.0,0.0,0.0,0.15219543874263763,0.21492509543895721,0.26383039355278015
4096,learned,601,48,96,6,0.990234375,0.0,0.0,0.0,0.20455679297447205,0.30333223938941956,0.36047109961509705
4096,learned,601,48,96,8,0.98876953125,0.0,0.0,0.0,0.25055062770843506,0.37600767612457275,0.43642711639404297
4096,learned,601,48,96,10,0.991943359375,0.0,0.0,0.0,0.29133015871047974,0.4314400553703308,0.49283888936042786
4096,learned,601,48,96,12,0.98974609375,0.0,0.0,0.0,0.32681939005851746,0.4785745441913605,0.5392767190933228
4096,learned,601,48,96,14,0.99267578125,0.0,0.0,0.0,0.3601189851760864,0.519615888595581,0.5789585709571838
4096,learned,601,48,96,16,0.9921875,0.0,0.0,0.0,0.39003312587738037,0.553821861743927,0.612571656703949
4096,learned,601,32,64,2,0.988037109375,0.0,0.0,0.0,0.09584073722362518,0.13009880483150482,0.16997851431369781
4096,learned,601,32,64,4,0.9892578125,0.0,0.0,0.0,0.1562272012233734,0.2815702259540558,0.33786624670028687
4096,learned,601,32,64,6,0.986328125,0.0,0.0,0.0,0.20844882726669312,0.3871310353279114,0.44956281781196594
4096,learned,601,32,64,8,0.9892578125,0.0,0.0,0.0,0.25469979643821716,0.4668038487434387,0.5291951894760132
4096,learned,601,32,64,10,0.985595703125,0.0,0.0,0.0,0.2958967387676239,0.5272657871246338,0.5874699950218201
4096,learned,601,32,64,12,0.989501953125,0.0,0.0,0.0,0.3336283564567566,0.5748987793922424,0.6335563659667969
4096,learned,601,32,64,14,0.990234375,0.0,0.0,0.0,0.36557093262672424,0.6143146753311157,0.6703396439552307
4096,learned,601,32,64,16,0.9892578125,0.0,0.0,0.0,0.39650288224220276,0.6465899348258972,0.7003099322319031
